CustomerID,Country,FirstPurchaseDate,LastPurchaseDate,Recency,Frequency,Monetary,TotalTransactions,TotalUnits,R_Score,F_Score,M_Score,RFM_Cell,RFM_Avg_Score,Customer_Segment
14307,United Kingdom,2010-12-01 11:41:00,2011-09-12 09:38:00,89,6,2995.72,180,2058,2,5,5,2-5-5,4.0,At-Risk
15687,United Kingdom,2011-01-13 15:13:00,2011-12-01 08:33:00,9,9,2993.1,166,1310,5,5,5,5-5-5,5.0,Champions
14639,United Kingdom,2010-12-13 13:50:00,2011-10-18 15:06:00,53,6,2984.49,172,1431,3,5,5,3-5-5,4.33,Loyal Customers
13451,United Kingdom,2011-01-09 15:35:00,2011-11-13 15:58:00,27,5,2976.15,443,2149,4,4,5,4-4-5,4.33,Champions
14032,United Kingdom,2010-12-08 10:53:00,2011-12-07 15:23:00,3,11,2975.59,143,2032,5,5,5,5-5-5,5.0,Champions
15854,United Kingdom,2010-12-13 11:47:00,2011-12-05 13:39:00,5,12,2974.65,140,939,5,5,5,5-5-5,5.0,Champions
16497,United Kingdom,2011-01-10 13:20:00,2011-10-21 10:55:00,50,6,2965.69,136,1396,3,5,5,3-5-5,4.33,Loyal Customers
17924,United Kingdom,2010-12-01 10:51:00,2011-11-28 09:11:00,12,7,2962.5,31,1160,5,5,5,5-5-5,5.0,Champions
14868,United Kingdom,2011-04-20 13:36:00,2011-12-06 14:49:00,4,8,2953.59,144,1405,5,5,5,5-5-5,5.0,Champions
17084,United Kingdom,2011-11-04 14:49:00,2011-11-04 14:54:00,36,2,2949.75,162,1816,3,3,5,3-3-5,3.67,Loyal Customers
17444,Canada,2011-06-20 09:04:00,2011-07-15 12:05:00,148,3,2940.04,135,2119,2,4,5,2-4-5,3.67,At-Risk
16316,United Kingdom,2010-12-16 14:26:00,2011-10-06 13:48:00,65,8,2938.91,151,1484,3,5,5,3-5-5,4.33,Loyal Customers
14530,United Kingdom,2011-02-16 10:47:00,2011-11-14 10:38:00,26,6,2925.91,216,1410,4,5,5,4-5-5,4.67,Champions
17512,United Kingdom,2011-02-11 12:22:00,2011-11-11 12:11:00,29,10,2924.99,105,2753,4,5,5,4-5-5,4.67,Champions
15606,United Kingdom,2011-01-19 12:07:00,2011-10-09 15:47:00,62,9,2920.16,77,892,3,5,5,3-5-5,4.33,Loyal Customers
12906,United Kingdom,2011-09-22 15:03:00,2011-11-28 09:55:00,12,5,2919.81,63,1749,5,4,5,5-4-5,4.67,Champions
14112,United Kingdom,2011-03-09 11:28:00,2011-11-17 12:30:00,23,7,2915.15,160,1651,4,5,5,4-5-5,4.67,Champions
12438,Norway,2011-07-22 13:29:00,2011-11-25 13:28:00,15,2,2906.85,98,1180,4,3,5,4-3-5,4.0,Loyal Customers
17644,United Kingdom,2011-03-24 09:44:00,2011-12-08 13:43:00,2,11,2895.64,157,1793,5,5,5,5-5-5,5.0,Champions
18144,United Kingdom,2010-12-01 13:45:00,2011-12-02 12:46:00,8,12,2888.75,43,1343,5,5,5,5-5-5,5.0,Champions
12408,Belgium,2011-03-24 14:46:00,2011-11-07 12:27:00,33,5,2888.55,105,1409,4,4,5,4-4-5,4.33,Champions
13735,United Kingdom,2011-04-19 13:49:00,2011-11-15 11:14:00,25,4,2885.24,196,1130,4,4,5,4-4-5,4.33,Champions
16633,United Kingdom,2011-04-19 14:36:00,2011-11-22 13:41:00,18,6,2883.1,152,1138,4,5,5,4-5-5,4.67,Champions
15673,United Kingdom,2011-01-16 16:25:00,2011-09-12 16:12:00,89,4,2881.02,155,1514,2,4,5,2-4-5,3.67,At-Risk
14251,United Kingdom,2011-10-13 12:46:00,2011-12-08 08:32:00,2,5,2879.7,78,1674,5,4,5,5-4-5,4.67,Champions
17728,United Kingdom,2011-09-14 11:39:00,2011-12-06 08:52:00,4,3,2876.01,165,1469,5,4,5,5-4-5,4.67,Champions
14005,United Kingdom,2011-05-08 10:33:00,2011-11-30 12:41:00,10,5,2874.72,84,2478,5,4,5,5-4-5,4.67,Champions
15628,United Kingdom,2010-12-08 09:51:00,2011-12-05 10:24:00,5,9,2870.24,155,1894,5,5,5,5-5-5,5.0,Champions
14711,United Kingdom,2011-03-22 13:32:00,2011-11-29 14:58:00,11,11,2868.8,357,978,5,5,5,5-5-5,5.0,Champions
13901,United Kingdom,2011-01-25 09:01:00,2011-09-28 14:48:00,73,5,2867.2,149,1739,2,4,5,2-4-5,3.67,At-Risk
14535,United Kingdom,2011-04-05 12:50:00,2011-10-10 15:39:00,61,3,2864.19,330,1831,3,4,5,3-4-5,4.0,Loyal Customers
12685,France,2011-09-07 10:28:00,2011-11-11 13:46:00,29,6,2863.08,157,1523,4,5,5,4-5-5,4.67,Champions
18145,United Kingdom,2011-01-31 12:10:00,2011-11-27 11:22:00,13,4,2861.55,221,2625,5,4,5,5-4-5,4.67,Champions
16928,United Kingdom,2010-12-01 15:21:00,2011-09-20 15:10:00,81,17,2847.6,209,2114,2,5,5,2-5-5,4.0,At-Risk
15984,United Kingdom,2010-12-06 13:21:00,2011-12-07 12:16:00,3,10,2837.67,270,1843,5,5,5,5-5-5,5.0,Champions
14852,United Kingdom,2011-04-01 13:22:00,2011-10-12 13:20:00,59,6,2836.69,143,1747,3,5,5,3-5-5,4.33,Loyal Customers
14572,United Kingdom,2011-01-19 17:23:00,2011-12-06 14:40:00,4,7,2832.84,270,1428,5,5,5,5-5-5,5.0,Champions
17596,United Kingdom,2010-12-06 12:34:00,2011-11-16 14:11:00,24,7,2827.93,270,4400,4,5,5,4-5-5,4.67,Champions
14842,United Kingdom,2011-02-04 15:32:00,2011-10-27 12:37:00,44,4,2824.69,145,1166,3,4,5,3-4-5,4.0,Loyal Customers
13174,United Kingdom,2010-12-05 16:24:00,2011-11-23 14:35:00,17,3,2817.03,314,1395,4,4,5,4-4-5,4.33,Champions
16871,United Kingdom,2011-03-14 10:31:00,2011-11-17 19:27:00,23,6,2812.34,137,1253,4,5,5,4-5-5,4.67,Champions
12356,Portugal,2011-01-18 09:50:00,2011-11-17 08:40:00,23,3,2811.43,59,1591,4,4,5,4-4-5,4.33,Champions
14903,United Kingdom,2011-03-06 11:50:00,2011-11-18 16:07:00,22,5,2810.63,355,1536,4,4,5,4-4-5,4.33,Champions
18230,United Kingdom,2011-02-10 13:06:00,2011-11-30 13:22:00,10,7,2810.2,86,1316,5,5,5,5-5-5,5.0,Champions
13230,United Kingdom,2010-12-09 19:28:00,2011-12-05 16:03:00,5,14,2806.97,611,1665,5,5,5,5-5-5,5.0,Champions
16081,United Kingdom,2010-12-08 11:16:00,2011-10-14 13:06:00,57,5,2806.9,227,1477,3,4,5,3-4-5,4.0,Loyal Customers
16764,United Kingdom,2011-07-19 17:17:00,2011-12-06 11:41:00,4,13,2799.25,706,1259,5,5,5,5-5-5,5.0,Champions
15993,United Kingdom,2011-10-26 16:21:00,2011-12-01 10:45:00,9,7,2797.57,552,2051,5,5,5,5-5-5,5.0,Champions
13769,United Kingdom,2010-12-07 13:28:00,2011-12-07 15:08:00,3,10,2796.51,135,1163,5,5,5,5-5-5,5.0,Champions
12578,Italy,2011-01-13 15:34:00,2011-11-18 13:30:00,22,2,2794.51,114,1196,4,3,5,4-3-5,4.0,Loyal Customers
12758,Portugal,2011-03-08 12:05:00,2011-08-15 10:22:00,117,2,2791.59,97,2135,2,3,5,2-3-5,3.33,At-Risk
17739,United Kingdom,2010-12-14 14:26:00,2011-11-28 09:12:00,12,7,2791.35,47,861,5,5,5,5-5-5,5.0,Champions
14626,United Kingdom,2011-04-20 13:18:00,2011-11-16 10:37:00,24,4,2791.27,122,1403,4,4,5,4-4-5,4.33,Champions
17213,United Kingdom,2010-12-08 13:03:00,2011-10-30 14:53:00,41,7,2781.23,157,1176,3,5,5,3-5-5,4.33,Loyal Customers
12388,Australia,2011-01-17 11:12:00,2011-11-24 12:30:00,16,6,2780.66,100,1462,4,5,5,4-5-5,4.67,Champions
14121,United Kingdom,2011-10-11 10:39:00,2011-12-06 12:19:00,4,4,2780.15,159,2082,5,4,5,5-4-5,4.67,Champions
17838,United Kingdom,2010-12-02 15:55:00,2011-11-13 11:20:00,27,5,2779.3,121,1879,4,4,5,4-4-5,4.33,Champions
13870,United Kingdom,2011-02-25 09:09:00,2011-12-07 13:23:00,3,8,2770.94,115,1325,5,5,5,5-5-5,5.0,Champions
15356,United Kingdom,2010-12-06 14:05:00,2011-11-08 13:11:00,32,10,2766.5,519,1673,4,5,5,4-5-5,4.67,Champions
15114,United Kingdom,2011-02-11 08:45:00,2011-11-09 15:05:00,31,10,2760.56,197,3096,4,5,5,4-5-5,4.67,Champions
14854,United Kingdom,2011-03-10 12:22:00,2011-09-22 17:00:00,79,7,2759.83,127,1832,2,5,5,2-5-5,4.0,At-Risk
13971,United Kingdom,2011-02-27 12:27:00,2011-11-21 12:06:00,19,8,2758.26,149,1844,4,5,5,4-5-5,4.67,Champions
15321,United Kingdom,2011-02-21 11:10:00,2011-09-30 09:40:00,71,3,2748.31,95,1181,3,4,5,3-4-5,4.0,Loyal Customers
12669,France,2011-03-28 10:15:00,2011-07-12 09:54:00,151,3,2744.03,101,1115,2,4,5,2-4-5,3.67,At-Risk
14808,United Kingdom,2011-06-20 12:53:00,2011-10-31 12:21:00,40,8,2741.17,235,2147,3,5,5,3-5-5,4.33,Loyal Customers
14125,United Kingdom,2011-09-22 15:40:00,2011-11-29 12:47:00,11,3,2740.43,167,1640,5,4,5,5-4-5,4.67,Champions
15696,United Kingdom,2011-01-17 11:24:00,2011-11-06 14:02:00,34,8,2736.46,171,1028,3,5,5,3-5-5,4.33,Loyal Customers
16938,United Kingdom,2011-02-04 09:34:00,2011-12-01 10:20:00,9,4,2736.38,241,2540,5,4,5,5-4-5,4.67,Champions
16003,United Kingdom,2010-12-15 12:09:00,2011-11-10 09:57:00,30,5,2735.37,103,1185,4,4,5,4-4-5,4.33,Champions
12840,United Kingdom,2011-04-27 12:21:00,2011-07-19 09:29:00,144,4,2726.77,113,1511,2,4,5,2-4-5,3.67,At-Risk
12380,Belgium,2011-06-07 09:49:00,2011-11-18 11:27:00,22,4,2724.81,104,1127,4,4,5,4-4-5,4.33,Champions
12708,Germany,2010-12-06 10:43:00,2011-11-10 09:52:00,30,10,2712.91,157,1307,4,5,5,4-5-5,4.67,Champions
15796,United Kingdom,2011-02-10 15:40:00,2011-12-08 19:55:00,2,8,2711.56,133,861,5,5,5,5-5-5,5.0,Champions
17069,United Kingdom,2010-12-01 16:49:00,2011-11-11 17:13:00,29,9,2709.7,143,1506,4,5,5,4-5-5,4.67,Champions
13285,United Kingdom,2011-02-22 17:13:00,2011-11-16 13:19:00,24,4,2709.12,187,2051,4,4,5,4-4-5,4.33,Champions
13654,United Kingdom,2011-03-11 12:54:00,2011-10-27 16:24:00,44,6,2707.33,166,2182,3,5,5,3-5-5,4.33,Loyal Customers
14107,United Kingdom,2010-12-10 13:29:00,2011-10-19 12:12:00,52,7,2703.23,123,1793,3,5,5,3-5-5,4.33,Loyal Customers
14732,United Kingdom,2011-01-04 14:40:00,2011-12-01 14:34:00,9,8,2702.49,147,1405,5,5,5,5-5-5,5.0,Champions
18097,United Kingdom,2010-12-20 14:49:00,2011-12-02 11:16:00,8,6,2697.8,108,1686,5,5,5,5-5-5,5.0,Champions
17386,United Kingdom,2011-06-27 12:11:00,2011-12-02 11:28:00,8,6,2686.42,28,1902,5,5,5,5-5-5,5.0,Champions
12625,Germany,2011-01-24 13:27:00,2011-05-12 09:54:00,212,2,2683.82,86,1612,1,3,5,1-3-5,3.0,At-Risk
17346,United Kingdom,2010-12-01 14:34:00,2011-12-06 12:18:00,4,15,2676.56,500,1657,5,5,5,5-5-5,5.0,Champions
13883,United Kingdom,2011-03-31 17:17:00,2011-11-29 10:45:00,11,5,2674.48,142,1436,5,4,5,5-4-5,4.67,Champions
14713,United Kingdom,2010-12-09 18:58:00,2011-11-30 16:26:00,10,11,2666.36,339,1615,5,5,5,5-5-5,5.0,Champions
12360,Austria,2011-05-23 09:43:00,2011-10-18 15:22:00,53,3,2662.06,129,1165,3,4,5,3-4-5,4.0,Loyal Customers
14439,Greece,2011-01-24 11:39:00,2011-01-24 11:39:00,320,1,2661.24,32,526,1,2,5,1-2-5,2.67,At-Risk
15671,United Kingdom,2011-03-14 09:37:00,2011-11-21 12:43:00,19,7,2657.13,78,1699,4,5,5,4-5-5,4.67,Champions
12721,France,2010-12-20 11:38:00,2011-11-08 12:13:00,32,6,2656.13,161,1959,4,5,5,4-5-5,4.67,Champions
13851,United Kingdom,2011-02-24 17:18:00,2011-09-05 12:36:00,96,3,2651.46,81,1705,2,4,5,2-4-5,3.67,At-Risk
16618,United Kingdom,2011-01-21 11:55:00,2011-11-08 13:52:00,32,5,2647.59,96,1363,4,4,5,4-4-5,4.33,Champions
18260,United Kingdom,2010-12-16 18:23:00,2011-06-20 12:37:00,173,6,2643.2,134,1478,2,5,5,2-5-5,4.0,At-Risk
13658,United Kingdom,2011-05-19 17:15:00,2011-11-30 10:13:00,10,5,2639.17,108,1019,5,4,5,5-4-5,4.67,Champions
17655,United Kingdom,2010-12-08 16:45:00,2011-11-29 11:34:00,11,7,2638.94,91,1116,5,5,5,5-5-5,5.0,Champions
15752,United Kingdom,2010-12-02 09:43:00,2011-10-31 11:37:00,40,7,2637.38,411,1978,3,5,5,3-5-5,4.33,Loyal Customers
13804,United Kingdom,2011-02-23 09:09:00,2011-11-09 12:32:00,31,7,2635.79,137,1498,4,5,5,4-5-5,4.67,Champions
13771,United Kingdom,2011-04-06 15:47:00,2011-10-06 14:18:00,65,4,2634.45,119,1477,3,4,5,3-4-5,4.0,Loyal Customers
12520,Germany,2011-03-11 11:35:00,2011-09-21 15:23:00,80,5,2634.26,152,1439,2,4,5,2-4-5,3.67,At-Risk
17402,United Kingdom,2010-12-05 13:53:00,2011-12-05 10:15:00,5,13,2633.85,59,701,5,5,5,5-5-5,5.0,Champions
18077,United Kingdom,2010-12-08 10:21:00,2011-12-01 13:32:00,9,11,2633.01,227,1878,5,5,5,5-5-5,5.0,Champions
13422,United Kingdom,2011-10-06 13:42:00,2011-10-06 13:42:00,65,1,2626.3,127,1326,3,2,5,3-2-5,3.33,Need Attention
13644,United Kingdom,2011-08-26 11:53:00,2011-11-23 14:07:00,17,4,2624.26,146,2067,4,4,5,4-4-5,4.33,Champions
17965,United Kingdom,2010-12-05 15:54:00,2011-11-02 09:31:00,38,14,2622.57,329,1556,3,5,5,3-5-5,4.33,Loyal Customers
18210,United Kingdom,2011-03-17 16:58:00,2011-12-08 11:02:00,2,6,2621.38,134,1398,5,5,5,5-5-5,5.0,Champions
16255,United Kingdom,2010-12-09 14:25:00,2011-11-23 12:40:00,17,8,2619.91,270,1767,4,5,5,4-5-5,4.67,Champions
14262,United Kingdom,2011-04-13 12:23:00,2011-12-01 14:17:00,9,8,2618.23,143,1645,5,5,5,5-5-5,5.0,Champions
13021,United Kingdom,2010-12-16 10:12:00,2011-12-05 16:37:00,5,9,2616.38,131,1352,5,5,5,5-5-5,5.0,Champions
15782,United Kingdom,2011-09-11 14:29:00,2011-11-30 10:49:00,10,3,2614.74,43,864,5,4,5,5-4-5,4.67,Champions
14397,United Kingdom,2011-05-10 12:25:00,2011-12-07 09:22:00,3,19,2612.96,87,1890,5,5,5,5-5-5,5.0,Champions
12836,United Kingdom,2011-02-01 11:19:00,2011-10-11 15:10:00,60,4,2612.86,175,1064,3,4,5,3-4-5,4.0,Loyal Customers
18075,United Kingdom,2010-12-14 10:48:00,2011-11-16 15:21:00,24,10,2611.75,142,1464,4,5,5,4-5-5,4.67,Champions
12726,France,2010-12-17 12:56:00,2011-11-11 13:35:00,29,7,2609.1,124,3143,4,5,5,4-5-5,4.67,Champions
16241,United Kingdom,2010-12-05 11:04:00,2011-11-30 11:08:00,10,13,2607.87,662,1453,5,5,5,5-5-5,5.0,Champions
13136,United Kingdom,2011-05-11 12:47:00,2011-10-14 13:41:00,57,5,2607.61,127,1328,3,4,5,3-4-5,4.0,Loyal Customers
14408,United Kingdom,2011-03-20 14:41:00,2011-11-29 11:41:00,11,7,2606.53,107,1616,5,5,5,5-5-5,5.0,Champions
13983,United Kingdom,2010-12-08 10:38:00,2011-11-10 11:06:00,30,12,2603.43,107,1183,4,5,5,4-5-5,4.67,Champions
17317,United Kingdom,2011-09-11 12:45:00,2011-10-24 17:19:00,47,3,2600.34,9,1146,3,4,5,3-4-5,4.0,Loyal Customers
12600,Germany,2010-12-03 12:57:00,2011-11-11 10:29:00,29,10,2599.04,64,774,4,5,5,4-5-5,4.67,Champions
16919,United Kingdom,2010-12-06 12:52:00,2011-07-06 13:35:00,157,11,2596.45,327,1413,2,5,5,2-5-5,4.0,At-Risk
13895,United Kingdom,2011-06-28 10:17:00,2011-11-11 16:57:00,29,4,2593.07,118,1365,4,4,5,4-4-5,4.33,Champions
14243,United Kingdom,2010-12-09 08:34:00,2011-12-01 11:12:00,9,10,2588.77,141,1221,5,5,5,5-5-5,5.0,Champions
15033,United Kingdom,2011-01-14 13:28:00,2011-12-05 12:40:00,5,10,2586.67,510,1695,5,5,5,5-5-5,5.0,Champions
13911,United Kingdom,2011-02-04 14:46:00,2011-10-13 15:43:00,58,9,2580.91,148,2731,3,5,5,3-5-5,4.33,Loyal Customers
14546,United Kingdom,2011-04-05 12:37:00,2011-12-04 13:00:00,6,5,2578.09,399,1317,5,4,5,5-4-5,4.67,Champions
16912,United Kingdom,2011-01-20 15:42:00,2011-11-11 12:18:00,29,11,2575.38,101,1029,4,5,5,4-5-5,4.67,Champions
15485,United Kingdom,2010-12-01 13:23:00,2011-11-09 14:31:00,31,3,2575.0,86,1306,4,4,5,4-4-5,4.33,Champions
18245,United Kingdom,2010-12-19 14:58:00,2011-12-02 14:48:00,8,7,2567.06,175,1788,5,5,5,5-5-5,5.0,Champions
16308,United Kingdom,2011-03-23 14:46:00,2011-11-02 11:24:00,38,4,2560.0,4,8000,3,4,5,3-4-5,4.0,Loyal Customers
15572,United Kingdom,2011-03-06 14:44:00,2011-12-05 10:09:00,5,7,2552.86,215,1229,5,5,5,5-5-5,5.0,Champions
14334,United Kingdom,2010-12-16 17:37:00,2011-11-23 10:01:00,17,8,2552.21,162,1731,4,5,5,4-5-5,4.67,Champions
14701,United Kingdom,2011-01-27 12:40:00,2011-11-29 12:38:00,11,9,2549.37,335,932,5,5,5,5-5-5,5.0,Champions
14676,United Kingdom,2011-03-01 14:26:00,2011-11-08 13:29:00,32,6,2548.24,42,2500,4,5,5,4-5-5,4.67,Champions
13344,United Kingdom,2011-03-07 10:28:00,2011-10-03 09:45:00,68,3,2543.72,119,971,3,4,5,3-4-5,4.0,Loyal Customers
14776,United Kingdom,2011-01-31 13:17:00,2011-10-19 15:34:00,52,11,2538.3,117,3134,3,5,5,3-5-5,4.33,Loyal Customers
17700,United Kingdom,2011-03-03 16:34:00,2011-11-23 11:51:00,17,4,2534.64,142,1266,4,4,5,4-4-5,4.33,Champions
13471,United Kingdom,2011-10-23 13:10:00,2011-12-08 15:44:00,2,4,2531.58,260,1590,5,4,5,5-4-5,4.67,Champions
14659,United Kingdom,2011-01-28 12:43:00,2011-12-01 12:17:00,9,9,2529.93,253,1195,5,5,5,5-5-5,5.0,Champions
17314,United Kingdom,2011-01-31 11:25:00,2011-11-15 09:41:00,25,8,2527.92,131,1896,4,5,5,4-5-5,4.67,Champions
13975,United Kingdom,2011-03-08 12:19:00,2011-11-08 13:19:00,32,6,2526.28,338,1732,4,5,5,4-5-5,4.67,Champions
17449,United Kingdom,2010-12-15 10:57:00,2011-12-07 16:56:00,3,7,2520.86,277,1122,5,5,5,5-5-5,5.0,Champions
13394,United Kingdom,2011-02-03 10:39:00,2011-12-08 11:36:00,2,8,2520.02,155,2392,5,5,5,5-5-5,5.0,Champions
15245,United Kingdom,2011-03-23 13:42:00,2011-07-28 18:56:00,135,3,2515.84,89,1784,2,4,5,2-4-5,3.67,At-Risk
15271,United Kingdom,2010-12-09 13:47:00,2011-12-02 14:11:00,8,15,2507.07,274,1262,5,5,5,5-5-5,5.0,Champions
12352,Norway,2011-02-16 12:33:00,2011-11-03 14:37:00,37,8,2506.04,85,536,3,5,5,3-5-5,4.33,Loyal Customers
13695,United Kingdom,2011-03-25 11:31:00,2011-11-08 14:26:00,32,15,2504.13,90,1603,4,5,5,4-5-5,4.67,Champions
12517,Germany,2011-06-02 15:13:00,2011-11-11 14:04:00,29,5,2502.84,284,1371,4,4,5,4-4-5,4.33,Champions
15932,United Kingdom,2011-02-23 14:50:00,2011-12-05 17:13:00,5,8,2495.87,115,2325,5,5,5,5-5-5,5.0,Champions
16477,United Kingdom,2010-12-03 12:48:00,2011-10-07 09:44:00,64,7,2494.46,146,1415,3,5,5,3-5-5,4.33,Loyal Customers
12483,Sweden,2011-01-04 14:20:00,2011-11-22 17:02:00,18,8,2484.98,75,1110,4,5,5,4-5-5,4.67,Champions
12913,United Kingdom,2010-12-06 16:36:00,2011-12-05 12:11:00,5,5,2483.63,50,1419,5,4,5,5-4-5,4.67,Champions
16710,United Kingdom,2010-12-06 13:13:00,2011-11-20 14:50:00,20,10,2483.04,402,1836,4,5,5,4-5-5,4.67,Champions
14315,United Kingdom,2011-03-18 12:59:00,2011-10-26 12:06:00,45,6,2481.13,101,1021,3,5,5,3-5-5,4.33,Loyal Customers
13507,United Kingdom,2011-07-17 11:50:00,2011-12-06 13:13:00,4,4,2479.16,162,1597,5,4,5,5-4-5,4.67,Champions
13588,United Kingdom,2011-03-29 15:53:00,2011-11-24 10:42:00,16,9,2478.95,174,2606,4,5,5,4-5-5,4.67,Champions
17682,United Kingdom,2010-12-06 13:35:00,2011-11-29 15:59:00,11,6,2474.33,118,1367,5,5,5,5-5-5,5.0,Champions
17188,United Kingdom,2010-12-12 12:56:00,2011-11-28 13:53:00,12,7,2474.23,84,1328,5,5,5,5-5-5,5.0,Champions
14766,United Kingdom,2010-12-08 15:33:00,2011-12-01 16:05:00,9,6,2473.37,135,1349,5,5,5,5-5-5,5.0,Champions
14502,United Kingdom,2011-01-30 15:52:00,2011-11-20 11:50:00,20,11,2470.67,624,1498,4,5,5,4-5-5,4.67,Champions
17164,United Kingdom,2011-03-11 14:26:00,2011-11-07 09:14:00,33,7,2467.35,144,1501,4,5,5,4-5-5,4.67,Champions
12455,Spain,2011-02-16 09:56:00,2011-09-27 15:31:00,74,6,2466.86,90,2089,2,5,5,2-5-5,4.0,At-Risk
15750,United Kingdom,2010-12-08 10:36:00,2011-12-07 12:34:00,3,8,2465.48,293,1786,5,5,5,5-5-5,5.0,Champions
17131,United Kingdom,2011-09-25 12:42:00,2011-12-04 12:52:00,6,5,2463.17,134,983,5,4,5,5-4-5,4.67,Champions
13784,United Kingdom,2011-01-11 14:38:00,2011-11-30 09:33:00,10,11,2462.79,31,2493,5,5,5,5-5-5,5.0,Champions
15674,United Kingdom,2011-03-30 09:19:00,2011-09-27 15:17:00,74,5,2446.6,114,1275,2,4,5,2-4-5,3.67,At-Risk
14163,United Kingdom,2011-04-14 17:33:00,2011-09-13 15:18:00,88,4,2445.91,52,893,2,4,5,2-4-5,3.67,At-Risk
15527,United Kingdom,2010-12-20 14:15:00,2011-11-21 12:17:00,19,8,2429.78,163,992,4,5,5,4-5-5,4.67,Champions
17071,United Kingdom,2011-02-03 08:18:00,2011-11-11 16:31:00,29,9,2429.03,140,1197,4,5,5,4-5-5,4.67,Champions
13949,United Kingdom,2011-09-06 11:55:00,2011-12-07 09:35:00,3,6,2427.32,160,2474,5,5,5,5-5-5,5.0,Champions
16143,United Kingdom,2010-12-05 15:18:00,2011-12-06 14:13:00,4,6,2424.94,117,919,5,5,5,5-5-5,5.0,Champions
17722,United Kingdom,2010-12-08 12:41:00,2011-09-04 15:22:00,97,4,2424.04,115,1595,2,4,5,2-4-5,3.67,At-Risk
15089,United Kingdom,2011-08-03 14:14:00,2011-11-29 16:31:00,11,6,2420.84,145,1359,5,5,5,5-5-5,5.0,Champions
15373,United Kingdom,2010-12-03 14:40:00,2011-12-01 15:05:00,9,12,2415.91,132,500,5,5,5,5-5-5,5.0,Champions
12397,Belgium,2011-07-27 14:21:00,2011-11-04 09:52:00,36,2,2409.9,126,1263,3,3,5,3-3-5,3.67,Loyal Customers
17589,United Kingdom,2011-04-13 13:47:00,2011-10-10 16:58:00,61,4,2404.17,253,1631,3,4,5,3-4-5,4.0,Loyal Customers
15980,United Kingdom,2011-03-30 15:05:00,2011-09-12 09:41:00,89,3,2398.86,43,1560,2,4,5,2-4-5,3.67,At-Risk
18065,United Kingdom,2010-12-10 12:44:00,2011-12-04 10:30:00,6,14,2392.83,137,1027,5,5,5,5-5-5,5.0,Champions
13141,United Kingdom,2011-01-28 13:04:00,2011-09-16 09:54:00,85,5,2388.75,135,1548,2,4,5,2-4-5,3.67,At-Risk
15370,United Kingdom,2011-01-11 11:32:00,2011-10-30 10:58:00,41,7,2386.05,94,830,3,5,5,3-5-5,4.33,Loyal Customers
17530,United Kingdom,2010-12-09 20:01:00,2011-12-08 18:42:00,2,10,2385.0,394,1526,5,5,5,5-5-5,5.0,Champions
14493,United Kingdom,2011-07-07 16:59:00,2011-12-02 16:14:00,8,5,2383.24,120,1285,5,4,5,5-4-5,4.67,Champions
14554,United Kingdom,2011-10-18 13:04:00,2011-11-29 16:44:00,11,4,2381.04,216,1478,5,4,5,5-4-5,4.67,Champions
14239,United Kingdom,2011-01-27 14:45:00,2011-10-27 14:40:00,44,11,2380.85,112,993,3,5,5,3-5-5,4.33,Loyal Customers
15270,United Kingdom,2011-02-02 13:25:00,2011-11-24 09:24:00,16,7,2379.49,41,1521,4,5,5,4-5-5,4.67,Champions
13722,United Kingdom,2011-03-02 11:43:00,2011-07-31 12:44:00,132,3,2375.41,85,1401,2,4,5,2-4-5,3.67,At-Risk
17434,United Kingdom,2011-09-15 13:54:00,2011-12-07 13:16:00,3,7,2373.82,134,1693,5,5,5,5-5-5,5.0,Champions
14930,Channel Islands,2011-03-10 14:42:00,2011-08-23 10:31:00,109,3,2372.86,128,1166,2,4,5,2-4-5,3.67,At-Risk
13908,United Kingdom,2011-03-08 12:04:00,2011-09-21 11:49:00,80,4,2369.55,122,1478,2,4,5,2-4-5,3.67,At-Risk
15755,United Kingdom,2011-02-18 11:53:00,2011-11-29 14:57:00,11,6,2364.25,141,1427,5,5,5,5-5-5,5.0,Champions
12457,Cyprus,2011-04-14 18:57:00,2011-10-04 13:13:00,67,7,2363.23,62,843,3,5,5,3-5-5,4.33,Loyal Customers
17634,United Kingdom,2011-01-06 12:45:00,2011-11-03 13:09:00,37,9,2361.97,297,840,3,5,5,3-5-5,4.33,Loyal Customers
14030,United Kingdom,2010-12-08 16:11:00,2011-11-21 16:48:00,19,8,2360.09,243,1479,4,5,5,4-5-5,4.67,Champions
14440,United Kingdom,2010-12-09 12:49:00,2011-12-01 15:42:00,9,5,2357.68,55,588,5,4,5,5-4-5,4.67,Champions
15140,United Kingdom,2011-03-20 14:37:00,2011-10-18 14:07:00,53,7,2354.25,80,1572,3,5,5,3-5-5,4.33,Loyal Customers
14309,United Kingdom,2010-12-16 13:05:00,2011-12-01 13:33:00,9,9,2352.53,117,1633,5,5,5,5-5-5,5.0,Champions
12704,Finland,2011-06-23 10:20:00,2011-12-02 13:15:00,8,8,2340.84,88,1006,5,5,5,5-5-5,5.0,Champions
18259,United Kingdom,2010-12-08 13:38:00,2011-11-15 12:34:00,25,3,2338.6,42,714,4,4,5,4-4-5,4.33,Champions
12584,Italy,2011-03-04 15:15:00,2011-12-06 09:35:00,4,9,2338.15,96,416,5,5,5,5-5-5,5.0,Champions
18257,United Kingdom,2011-02-16 15:13:00,2011-10-31 14:48:00,40,8,2337.63,118,1041,3,5,5,3-5-5,4.33,Loyal Customers
